"Export time:  2/11/2024, 3:10:05 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0BRQD6BC5","HomArtist Large Glass Flour and Sugar Containers 180oz x2 & 93oz x2 [Set of 4], Glass Food Storage Containers with Bamboo Lids, Glass Jar with Airtight Lid for Spaghetti Pasta,Rice,Cereal,Coffee, Oat","HomArtist","$46.98","2,549","61","$119,752","02/14/2023","$33.50","4.5","355","$13.48","4,152","7","FBA","1","Kitchen & Dining","Standard","5.91 x 11.82 x 5.91 in","4 lb","https://www.amazon.com/dp/B0BRQD6BC5"
"","","B0BJ22WFHF","JOUALY 8-Pack Glass Food Storage Jar 8 oz,100% Sealed Borosilicate Glass Bamboo Glass Jars with Bamboo Lid and Bamboo Spoon for Candy, Spices, Coffee Beans, Nuts, Condiments, Cookies, Flour,Tea","JOUALY","$24.88","690","23","$17,167","10/12/2022","$18.08","4.5","472","$6.80","12,055","7","FBA","1","Kitchen & Dining","Standard","4.72 x 3.34 x 0.01 in","8 oz","https://www.amazon.com/dp/B0BJ22WFHF"
"","","B0BB6C3ZG5","Glass Sugar Container with Spoon - 4 Pack 15oz Glass Jars with Bamboo Lid and Spoon, Bamboo Lid Storage Jar Containers for Coffee Beans, Spice, Brown Sugar, Tea, Flour, Nuts, Candy, Salts and More","OneDream","$20.99","855","27","$17,946","08/18/2022","$11.41","4.7","214","$9.58","10,331","6","FBA","2","Kitchen & Dining","Standard","8.43 x 6.5 x 8.46 in","2.34 lb","https://www.amazon.com/dp/B0BB6C3ZG5"
"","","B0CMWMRWP2","YUNCANG Glass Storage Jars 27oz [Set of 6],Clear Glass Food Storage Containers with Airtight Bamboo Lid Stackable Kitchen Canisters for Candy,Cookie,Rice,Sugar,Flour,Pasta(Square)","YUNCANG","$23.99","2,940","98","$70,531","08/15/2020","$14.26","4.7","1,606","$9.73","2,320","7","FBA","1","Kitchen & Dining","Standard","10 x 4 x 13 in","4.36 lb","https://www.amazon.com/dp/B0CMWMRWP2"
"","","B09N4ZKCH6","JoyJolt JoyFul 24pc(12 Airtight, Freezer Safe Food Storage Containers and 12 Lids), Pantry Kitchen Storage Containers, Glass Meal Prep Container for Lunch, Glass Storage Containers with Lids","JoyJolt","$38.95","39,799","937","$1.55M","12/05/2021","$28.59","4.6","9,742","$10.36","51","7","FBA","1","Kitchen & Dining","Standard","11.89 x 7.64 x 16.26 in","13.5 oz","https://www.amazon.com/dp/B09N4ZKCH6"
"","","B0BQRF6W3J","Vtopmart Set of 3 Glass Food Storage Jars, 50oz Food Containers with Airtight Bamboo Wooden Lids for Pasta, Nuts, Flour, Glass Canisters for Kitchen, Pantry Organization and Storage, BPA Free","Vtopmart","$21.99","1,300","47","$28,587","12/20/2022","$12.26","4.7","251","$9.73","5,563","6","FBA","1","Kitchen & Dining","Standard","3.94 x 7.87 x 3.94 in","3.12 lb","https://www.amazon.com/dp/B0BQRF6W3J"
"","","B0B6VJFBNJ","VITEVER 12 Pack, 8 OZ Thick Glass Jars with Bamboo Lids, Bulk Clear Round for Making Candles, Empty Food Storage Containers for Spice, Powder, Liquid","VITEVER","$27.99","531","19","$14,863","07/17/2022","$16.46","4.7","230","$11.53","14,707","7","FBA","2","Kitchen & Dining","Standard","10.47 x 4.88 x 13.62 in","6.25 lb","https://www.amazon.com/dp/B0B6VJFBNJ"
"","","B07ZQTD6T8","Urban Green 6 Pack Bamboo Lid Glass Canisters, 4-Inch Diameter, 20oz Capacity, Recyclable, Dishwasher Safe, Reusable","Urban Green","$33.99","344","10","$11,693","10/28/2019","$21.86","4.6","2,726","$12.13","26,168","7","FBA","1","Kitchen & Dining","Standard","4.72 x 11.22 x 13.39 in","5.41 lb","https://www.amazon.com/dp/B07ZQTD6T8"
"","","B0BKTWD138","BELLE TERRE Premium Glass Jar Set - 5 Canisters with Airtight Bamboo Lids, Custom Labels & Spoons - Perfect Storage Jars for Food & Pantry Organization - 17oz, 34oz, 68oz - Transparent, Durable","BELLE TERRE","$39.95","120","4","$4,794","","","4.6","97","","62,691","6","FBA","1","Kitchen & Dining","","","","https://www.amazon.com/dp/B0BKTWD138"
"","","B0B4VBK25G","5 Pcs Glass Food Storage Containers With 132 Pantry Labels Preprinted - Thicken(3mm) Jars Airtight Bamboo Lid Stackable Kitchen Canisters Set For Candy, Cookie, Rice, Sugar, Flour","HHMJSM","$34.89","979","34","$34,157","06/22/2022","$22.33","4.6","331","$12.56","8,036","7","FBA","2","Kitchen & Dining","Standard","13.03 x 4.69 x 14.72 in","6.99 lb","https://www.amazon.com/dp/B0B4VBK25G"
"","","B0BXX1TWLW","LIBWYS Square Pantry Glass Storage Jars with Bamboo Lids Set of 12, 297oz Airtight Food Containers Kitchen Storage Jars - Dishwasher Safe (12pack)","LIBWYS","$49.99","654","23","$32,693","09/04/2023","$34.56","4.4","613","$15.43","12,287","6","FBA","2","Kitchen & Dining","Standard","3.15 x 7.87 x 3.15 in","8.23 lb","https://www.amazon.com/dp/B0BXX1TWLW"
"","","B0CGCC9M6B","Delight King Glass Containers with Bamboo Lids, Set of 4 Glass Food Storage Containers with Wooden Lids, Non Toxic, Non Plastic, Fridge and Microwave Safe, Eco Friendly, Leaf Engraved Wood Lid Design","Delight King","$32.99","30","1","$989.70","12/19/2023","","4.6","3","","140,087","","FBA","2","Kitchen & Dining","","","","https://www.amazon.com/dp/B0CGCC9M6B"
"","","B0CHNXC8Y7","80oz Spaghetti Pasta Storage Container with Bamboo Lids, Taller Square Glass Food Storage Containers for Fettuccine Linguine Cereal Coffee Beans, Glass Jars for Kitchen and Pantry Organization(3pcs)","","$34.99","450","15","$15,746","","","4.5","136","","18,635","","FBA","","Kitchen & Dining","","","","https://www.amazon.com/dp/B0CHNXC8Y7"
"","","B0CC2JKXKK","Vtopmart Set of 4 Glass Jars with Bamboo Lids & Spoons, 17 oz Glass Storage Containers with Lids for Dry Food Storage Sugar, Coffee, Nuts, Cookie, Candy, Tea, Airtight Kitchen Canisters Spice Jars","Vtopmart","$16.99","4,971","245","$84,457","07/16/2023","$9.30","4.7","4,649","$7.69","623","6","FBA","1","Kitchen & Dining","Standard","3.15 x 4.72 x 3.15 in","1.06 lb","https://www.amazon.com/dp/B0CC2JKXKK"
