"Export time:  2/1/2024, 11:06:57 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B083H44VBH","Rhino Strong The Original Commercial Grade Air Wedge Bag 2.0 Pump Professional Leveling Kit & Alignment Tool Shim Bag in The Popular Medium and Large Size (2 Pack).","Rhino Strong","$16.95","120","4","$2,034","01/03/2020","$10.40","4.5","87","$6.55","54,761","6","FBA","1","Automotive","Standard","5 x 2 x 11 in","13.7 oz","https://www.amazon.com/dp/B083H44VBH"
"","","B0C6KY7SSG","Good Vibes Only Repair Tool Kit Car Maintenance Tools Heavy Duty Pick and Hook Set Pick Tool Set Hook Hand Tools 10 Pcs for Automotive Use","Good Vibes Only","$15.99","384","13","$6,140","05/28/2023","$10.53","4.3","18","$5.46","12,237","7","FBA","3","Automotive","Standard","1.1 x 3.4 x 0.9 in","2.08 oz","https://www.amazon.com/dp/B0C6KY7SSG"
"","","B0C3J97S93","Vehookin Outdoor Long Reach Hook, 78.7 inch Steel Wheel Puller, Camping Hanging Bracket Tool","Vehookin","$29.99","193","11","$5,788","04/24/2023","$17.45","4.4","53","$12.54","13,892","6","FBA","1","Industrial & Scientific","Oversize","8.2 x 10.2 x 19.99 in","14.4 oz","https://www.amazon.com/dp/B0C3J97S93"
"","","B0BVHH5QHL","Toughty Professional Auto Tool (VR_124)","Toughty","$19.99","552","18","$11,034","02/10/2023","$8.65","4.3","104","$11.34","7,881","5","FBA","2","Automotive","Oversize","2 x 0.2 x 24.5 in","5.6 oz","https://www.amazon.com/dp/B0BVHH5QHL"
"","","B0CQ1VB416","BAILABA 65 Inch Emergency Tool","BAILABA","$37.99","30","1","$1,140","12/23/2023","","5","3","","176,286","","FBA","1","Automotive","","","","https://www.amazon.com/dp/B0CQ1VB416"
"","","B0CQLXMCG8","Complete Auto Repair Kit-for Pickup,Trailer,RV,SUV,Boat,Home-16 PCS Set","Generic","$33.99","30","2","$1,020","12/18/2023","$24.48","","","$9.51","108,885","4","FBA","1","Automotive","Standard","7.91 x 1.97 x 17.36 in","2.08 lb","https://www.amazon.com/dp/B0CQLXMCG8"
"","","B0BLYYZZ2G","WUWEOT Electrical Lockout Tagout Kit, Hasps Set, Clamp on and Universal Multipole Circuit Breaker Lockouts, Lockout Tags, Plug Lockout, Loto Locks, Nylon Zip Ties, Carrying Bag Set (2 Key Per Lock)","WUWEOT","$42.99","183","5","$7,867","11/09/2022","$32.04","3.9","7","$10.95","29,029","7","FBA","1","Industrial & Scientific","Standard","4.96 x 4.49 x 8.54 in","2.67 lb","https://www.amazon.com/dp/B0BLYYZZ2G"
"","","B0BN5HKB41","huyear 13pcs Car Tool Kit Professional Long Reach Tool Grabber,Air Wedge Pump, Auto Trim Removal Tool,Multifunctional Tool Set for Cars Trucks,car Tool kit to Meet All Your Vehicle Trim Needs","huyear","$39.99","30","1","$1,200","11/22/2022","$31.77","","","$8.22","207,178","6","FBA","1","Automotive","Standard","7.56 x 2.68 x 17.72 in","2.89 oz","https://www.amazon.com/dp/B0BN5HKB41"
"","","B0CLVTWTTF","WONEHI Broken K Extractor Tool Kit Tap Extractor - (12pcs)","WONEHI","$28.88","120","4","$3,466","12/26/2023","","2","1","","79,040","","FBA","1","Tools & Home Improvement","","","","https://www.amazon.com/dp/B0CLVTWTTF"
"","","B0C175BNVZ","Soltol Trim Removal Tool Kit","Soltol","$15.00","60","2","$900.00","03/31/2023","$7.41","","","$7.59","124,260","3","FBA","1","Automotive","Standard","7.56 x 3.62 x 11.3 in","1.21 lb","https://www.amazon.com/dp/B0C175BNVZ"
"","","B07F31J7S9","AUTOWN Tire Repair Kit - 68pcs Heavy Duty Tire Plug Kit, Universal Tire Repair Tools to Fix Punctures and Plug Flats Patch Kit for car Motorcycle, Truck, ARBATV, Tractor, RV, SUV, Trailer","AUTOWN","$19.99","6,531","227","$130,555","06/27/2018","$11.80","4.6","7,446","$8.19","197","6","FBA","2","Automotive","Standard","8.39 x 2.44 x 12.44 in","2.62 lb","https://www.amazon.com/dp/B07F31J7S9"
"","","B09KRB9JSJ","Roadside Assistance Emergency Kit Multipurpose Bag, Premium with Battery Jumper Cable Automotive Kit for Car,Vehicle, Truck or SUV for Men or Women, Black","COOGEO","$21.99","1,908","49","$41,957","04/05/2022","$14.21","4.6","551","$7.78","2,207","7","FBA","1","Automotive","Standard","6.93 x 3.5 x 9.49 in","1.86 lb","https://www.amazon.com/dp/B09KRB9JSJ"
"","","B0BVW7KD1B","QWORK Electrical Lockout Tagout Kit - Plug Lockout, Enhanced Hasps, Clamp-On, Multipole Circuit Breaker Lockouts, Loto Tags, Red Loto Locks Set (1 Key per Lock) for Secure Electrical Lockouts","QWORK","$37.41","","","$0.00","02/14/2023","","","","","253,909","6","FBA","1","Industrial & Scientific","","","","https://www.amazon.com/dp/B0BVW7KD1B"
"","","B09VPV3HDB","OMGTMD Lockout Tagout Plug Lock Universal Forklift,Cylinder,Electrical Plug Lockout Device 110 and 220 Volt Plugs 4.5 x 3 Inch Lock Out Tag Out 4 Pack","OMGTMD","$45.99","60","1","$2,759","03/15/2022","$36.70","4","7","$9.29","123,157","6","FBA","1","Industrial & Scientific","Standard","4 x 3 x 5 in","11.36 oz","https://www.amazon.com/dp/B09VPV3HDB"
"","","B0BTSYNXSG","Etre Jeune 6 PCS Auto Trim Removal Tool Kit, Metal Pry Tool Car Trim Removal Tool Set for Door Panel, Window, Audio Dashboard Upholstery Repair Kit (Silver)","Etre Jeune","$9.99","382","11","$3,816","02/02/2023","$4.27","4.5","182","$5.72","14,641","6","FBA","1","Automotive","Standard","2.48 x 2.05 x 10.94 in","14.9 oz","https://www.amazon.com/dp/B0BTSYNXSG"
